No,Timestamp,x,y,z,label
1,2024-06-20T13:39:06.128Z,1.891419291,-0.071826048,-10.46745014,Fall
2,2024-06-20T13:39:07.149Z,1.891419291,-0.071826048,-10.45787334,Fall
3,2024-06-20T13:39:08.108Z,1.886630893,-0.076614454,-10.45787334,Fall
4,2024-06-20T13:39:09.163Z,1.89620769,-0.081402861,-10.47223854,Fall
5,2024-06-20T13:39:10.119Z,1.886630893,-0.081402861,-10.46745014,Fall
6,2024-06-20T13:39:11.199Z,1.89620769,-0.086191259,-10.46266174,Fall
7,2024-06-20T13:39:12.287Z,1.89620769,-0.071826048,-10.47223854,Fall
8,2024-06-20T13:39:13.244Z,1.886630893,-0.071826048,-10.47223854,Fall
9,2024-06-20T13:39:14.231Z,1.886630893,-0.086191259,-10.47223854,Fall
10,2024-06-20T13:39:15.247Z,1.886630893,-0.081402861,-10.46745014,Fall
11,2024-06-20T13:39:16.249Z,1.886630893,-0.086191259,-10.46266174,Fall
12,2024-06-20T13:39:17.233Z,1.891419291,-0.071826048,-10.47223854,Fall
13,2024-06-20T13:39:18.308Z,1.891419291,-0.081402861,-10.46745014,Fall
14,2024-06-20T13:39:19.272Z,1.89620769,-0.071826048,-10.45787334,Fall
15,2024-06-20T13:39:20.295Z,1.881842494,-0.081402861,-10.46266174,Fall
16,2024-06-20T13:39:21.269Z,1.881842494,-0.071826048,-10.46266174,Fall
17,2024-06-20T13:39:22.359Z,1.886630893,-0.076614454,-10.47223854,Fall
18,2024-06-20T13:39:23.327Z,1.881842494,-0.076614454,-10.47223854,Fall
19,2024-06-20T13:39:24.345Z,1.886630893,-0.076614454,-10.46266174,Fall
20,2024-06-20T13:39:25.345Z,1.881842494,-0.081402861,-10.47702694,Fall
21,2024-06-20T13:39:26.365Z,1.891419291,-0.076614454,-10.46745014,Fall
22,2024-06-20T13:39:27.386Z,1.891419291,-0.076614454,-10.45787334,Fall
23,2024-06-20T13:39:28.444Z,1.824381709,-0.081402861,-10.36210537,Fall
24,2024-06-20T13:39:29.415Z,1.719036818,-0.349553436,-10.58716011,Fall
25,2024-06-20T13:39:30.388Z,1.470039845,-0.052672438,-11.55441761,Fall
26,2024-06-20T13:39:31.392Z,1.704671621,0.019153614,-10.52491093,Fall
27,2024-06-20T13:39:32.427Z,1.853112102,-0.48362875,-10.46266174,Fall
28,2024-06-20T13:39:33.426Z,2.79163909,-0.383072257,-10.22802925,Fall
29,2024-06-20T13:39:34.467Z,2.978386879,0.04309563,-10.20887566,Fall
30,2024-06-20T13:39:35.478Z,1.369483352,-0.153228909,-9.993397713,Fall
31,2024-06-20T13:39:36.474Z,3.169923067,0.14844051,-10.30943298,Fall
32,2024-06-20T13:39:37.466Z,2.432508945,0,-10.41477776,Fall
33,2024-06-20T13:39:38.530Z,3.078943491,-0.244208574,-10.31422138,Fall
34,2024-06-20T13:39:39.518Z,2.815581083,0.095768064,-10.39562416,Fall
35,2024-06-20T13:39:40.531Z,2.734178305,-0.684741676,-10.29027843,Fall
36,2024-06-20T13:39:41.559Z,1.872265697,-0.287304193,-10.36689377,Fall
37,2024-06-20T13:39:42.491Z,-0.459686726,0.584185243,-10.34774017,Fall
38,2024-06-20T13:39:43.585Z,1.168370485,-0.536301196,-10.59673691,Fall
39,2024-06-20T13:39:44.542Z,1.221042871,-0.301669419,-10.54406452,Fall
40,2024-06-20T13:39:45.600Z,1.838746905,-0.090979666,-10.47702694,Fall
41,2024-06-20T13:39:46.612Z,1.848323703,-0.076614454,-10.46266174,Fall
42,2024-06-20T13:39:47.623Z,1.8579005,-0.076614454,-10.46266174,Fall
43,2024-06-20T13:39:48.629Z,1.8579005,-0.076614454,-10.47702694,Fall
44,2024-06-20T13:39:49.630Z,1.843535304,-0.081402861,-10.47223854,Fall
45,2024-06-20T13:39:50.637Z,1.8579005,-0.071826048,-10.47702694,Fall
46,2024-06-20T13:39:51.664Z,1.862688899,-0.076614454,-10.46266174,Fall
47,2024-06-20T13:39:52.679Z,1.862688899,-0.071826048,-10.45787334,Fall
48,2024-06-20T13:39:53.633Z,1.8579005,-0.076614454,-10.47223854,Fall
49,2024-06-20T13:39:54.679Z,1.853112102,-0.076614454,-10.45787334,Fall
50,2024-06-20T13:39:55.693Z,1.853112102,-0.076614454,-10.47702694,Fall
51,2024-06-20T13:39:56.681Z,1.867477298,-0.076614454,-10.46745014,Fall
52,2024-06-20T13:39:57.740Z,1.8579005,-0.081402861,-10.46745014,Fall
53,2024-06-20T13:39:58.806Z,1.848323703,-0.076614454,-10.48660374,Fall
54,2024-06-20T13:39:59.754Z,1.867477298,-0.081402861,-10.46266174,Fall
55,2024-06-20T13:40:00.772Z,1.862688899,-0.081402861,-10.45308495,Fall
56,2024-06-20T13:40:02.438Z,1.8579005,-0.076614454,-10.46266174,Fall
57,2024-06-20T13:40:02.791Z,1.862688899,-0.081402861,-10.45787334,Fall
58,2024-06-20T13:40:03.806Z,1.867477298,-0.067037649,-10.45308495,Fall
59,2024-06-20T13:40:04.823Z,1.862688899,-0.081402861,-10.46266174,Fall
60,2024-06-20T13:40:05.838Z,1.848323703,-0.081402861,-10.47223854,Fall
61,2024-06-20T13:40:06.843Z,2.015917778,-0.052672438,-10.45787334,Fall
62,2024-06-20T13:40:07.852Z,1.795651317,-0.105344877,-10.40998936,Fall
63,2024-06-20T13:40:08.869Z,2.810792685,-1.158793569,-10.17535686,Fall
64,2024-06-20T13:40:09.889Z,2.140416384,-3.040636063,-9.902418137,Fall
65,2024-06-20T13:40:10.903Z,1.728613615,-2.954444885,-10.02212811,Fall
66,2024-06-20T13:40:11.902Z,1.714248419,-3.591302633,-9.792284966,Fall
67,2024-06-20T13:40:12.912Z,1.690306425,-3.988739967,-9.600749016,Fall
68,2024-06-20T13:40:13.925Z,1.647210717,-3.955221176,-9.639056206,Fall
69,2024-06-20T13:40:14.930Z,1.623268723,-4.252102375,-9.500192642,Fall
70,2024-06-20T13:40:15.946Z,1.771709204,-4.113238335,-9.528923035,Fall
71,2024-06-20T13:40:16.953Z,1.680729628,-3.797203779,-9.691728592,Fall
72,2024-06-20T13:40:17.967Z,1.647210717,-3.538630009,-9.835380554,Fall
73,2024-06-20T13:40:19.004Z,1.685518026,-3.462015629,-9.84974575,Fall
74,2024-06-20T13:40:20.001Z,1.810016513,-3.265691042,-9.907206535,Fall
75,2024-06-20T13:40:21.018Z,2.068590164,-3.227383852,-9.840168953,Fall
76,2024-06-20T13:40:22.030Z,1.589749932,-2.877830505,-10.07480049,Fall
77,2024-06-20T13:40:23.009Z,1.656787634,-2.810792685,-10.0556469,Fall
78,2024-06-20T13:40:24.054Z,1.968033791,-2.782062292,-10.0269165,Fall
79,2024-06-20T13:40:25.048Z,1.56101954,-2.834734917,-10.14183807,Fall
80,2024-06-20T13:40:26.025Z,1.877054095,-2.691082716,-10.0604353,Fall
81,2024-06-20T13:40:27.074Z,1.59932673,-2.916137695,-10.0412817,Fall
82,2024-06-20T13:40:28.099Z,1.297657371,-3.174711466,-9.998186111,Fall
83,2024-06-20T13:40:29.097Z,1.029506683,-3.524264812,-9.940725327,Fall
84,2024-06-20T13:40:30.105Z,1.714248419,-2.997540474,-9.993397713,Fall
85,2024-06-20T13:40:31.142Z,2.604891539,-2.513911724,-10.08437729,Fall
86,2024-06-20T13:40:32.140Z,2.106897593,-2.868253708,-9.983820915,Fall
87,2024-06-20T13:40:33.150Z,1.738190413,-3.074155092,-9.96466732,Fall
88,2024-06-20T13:40:34.174Z,1.733402014,-2.829946518,-10.01733971,Fall
89,2024-06-20T13:40:35.178Z,1.719036818,-2.863465309,-10.02212811,Fall
90,2024-06-20T13:40:36.171Z,1.74776721,-2.944868088,-10.00776291,Fall
91,2024-06-20T13:40:37.140Z,1.78128612,-2.844311714,-10.0508585,Fall
92,2024-06-20T13:40:38.209Z,1.824381709,-3.055001259,-10.0269165,Fall
93,2024-06-20T13:40:39.231Z,1.728613615,-2.767697096,-10.08916569,Fall
94,2024-06-20T13:40:40.235Z,1.805228114,-2.806004286,-10.01733971,Fall
95,2024-06-20T13:40:41.256Z,1.752555609,-2.868253708,-10.0269165,Fall
96,2024-06-20T13:40:42.283Z,1.762132406,-2.901772499,-10.02212811,Fall
97,2024-06-20T13:40:43.281Z,1.977610588,-2.758120298,-10.0269165,Fall
98,2024-06-20T13:40:44.304Z,1.833958507,-2.877830505,-9.931148529,Fall
99,2024-06-20T13:40:45.298Z,1.766920805,-2.796427488,-10.0508585,Fall
100,2024-06-20T13:40:46.324Z,1.757344007,-2.786850691,-10.0508585,Fall
101,2024-06-20T13:40:47.337Z,1.766920805,-2.734178305,-10.06522369,Fall
102,2024-06-20T13:40:48.278Z,1.771709204,-2.729389906,-10.07001209,Fall
103,2024-06-20T13:40:49.353Z,1.762132406,-2.734178305,-10.07480049,Fall
104,2024-06-20T13:40:50.348Z,1.771709204,-2.710236311,-10.07480049,Fall
105,2024-06-20T13:40:51.373Z,1.742978811,-2.67671752,-10.08916569,Fall
106,2024-06-20T13:40:52.388Z,1.762132406,-2.724601507,-10.07958889,Fall
107,2024-06-20T13:40:53.390Z,1.78128612,-2.509123325,-10.13226128,Fall
