"timeElapsed","x","y","z","label"
0,-0.407241821289062,0.901397705078125,0.173919677734375,"standToSit2"
0.0990000000001601,-0.380630493164062,0.876495361328125,0.290771484375,"standToSit2"
0.199000000000069,-0.46710205078125,0.793792724609375,0.240066528320312,"standToSit2"
0.298000000000002,-0.420806884765625,0.729446411132812,0.324478149414062,"standToSit2"
0.398000000000138,-0.488861083984375,0.820159912109375,0.297622680664062,"standToSit2"
0.497000000000071,-0.555404663085938,0.70758056640625,0.338119506835938,"standToSit2"
0.597000000000207,-0.625503540039062,0.71514892578125,0.425033569335938,"standToSit2"
0.69600000000014,-0.641586303710938,0.608749389648438,0.469924926757812,"standToSit2"
0.796000000000049,-0.739273071289062,0.558975219726562,0.529495239257812,"standToSit2"
0.895000000000209,-0.727951049804688,0.42437744140625,0.596343994140625,"standToSit2"
0.995000000000118,-0.7674560546875,0.3857421875,0.636016845703125,"standToSit2"
1.09400000000005,-0.670150756835938,0.297439575195312,0.70465087890625,"standToSit2"
1.19400000000019,-0.724411010742188,0.285552978515625,0.721664428710938,"standToSit2"
1.29300000000012,-0.641647338867188,0.3184814453125,0.681167602539062,"standToSit2"
1.39300000000003,-0.678909301757812,0.283111572265625,0.68585205078125,"sit2"
1.49200000000019,-0.679611206054688,0.267135620117188,0.70953369140625,"sit2"
1.5920000000001,-0.702377319335938,0.271652221679688,0.681365966796875,"sit2"
1.69100000000003,-0.693923950195312,0.24945068359375,0.680557250976562,"sit2"
1.79100000000017,-0.728240966796875,0.231002807617188,0.673233032226562,"sit2"
1.8900000000001,-0.739608764648438,0.215911865234375,0.661865234375,"sit2"
1.99000000000001,-0.735671997070312,0.217636108398438,0.650711059570312,"sit2"
2.08900000000017,-0.743682861328125,0.235504150390625,0.659759521484375,"sit2"
2.18900000000008,-0.749282836914062,0.211318969726562,0.651535034179688,"sit2"
2.28800000000001,-0.747314453125,0.21112060546875,0.649444580078125,"sit2"
2.38800000000015,-0.741226196289062,0.217758178710938,0.640304565429688,"sit2"
2.48700000000008,-0.744171142578125,0.215988159179688,0.639785766601562,"sit2"
2.58700000000022,-0.739669799804688,0.215133666992188,0.647796630859375,"sit2"
2.68600000000015,-0.742889404296875,0.213455200195312,0.6495361328125,"sit2"
2.78600000000006,-0.734024047851562,0.216903686523438,0.653167724609375,"sit2"
2.88500000000022,-0.735382080078125,0.217010498046875,0.650192260742188,"sit2"
2.98500000000013,-0.734375,0.213714599609375,0.64459228515625,"sit2"
3.08500000000004,-0.734542846679688,0.22015380859375,0.648101806640625,"sit2"
3.1840000000002,-0.73748779296875,0.216690063476562,0.6475830078125,"sit2"
3.28400000000011,-0.737014770507812,0.219955444335938,0.65545654296875,"sit2"
3.38300000000004,-0.734588623046875,0.222488403320312,0.6485595703125,"sit2"
3.48300000000017,-0.733718872070312,0.217788696289062,0.653335571289062,"sit2"
3.58200000000011,-0.7442626953125,0.216659545898438,0.65386962890625,"sit2"
3.68200000000002,-0.7359619140625,0.215545654296875,0.653839111328125,"sit2"
3.78100000000018,-0.733734130859375,0.217514038085938,0.652297973632812,"sit2"
